user_id,recommended_offer
543728,Discount at special events
543778,Meal voucher
543810,Discount at special events
543826,Meal voucher
543885,Meal voucher
543900,Meal voucher
543927,10% off next trip
543928,Meal voucher
543937,Discount at special events
543952,Discount at special events
543968,Discount at special events
543976,Discount at special events
544002,Discount at special events
544008,Free meal
544012,Free child ticket
544015,Discount at special events
544043,Meal voucher
544163,Free child ticket
544207,Discount at special events
544254,Free meal
544256,Discount at special events
544367,Discount at special events
544391,Meal voucher
544406,10% off next trip
544414,Free meal
544444,Discount at special events
544447,Discount at special events
544449,Free child ticket
544469,Free meal
544476,Discount at special events
544480,Discount at special events
544495,Free meal
544497,Meal voucher
544513,Discount at special events
544536,Meal voucher
544549,Free meal
544595,Free meal
544604,Discount at special events
544627,Meal voucher
544640,Meal voucher
544647,Meal voucher
544680,Free meal
544683,Meal voucher
544685,Free child ticket
544694,Discount at special events
544698,Meal voucher
544747,Meal voucher
544749,Free meal
544818,Discount at special events
544839,Discount at special events
544868,Discount at special events
544926,Discount at special events
545010,Discount at special events
545011,Free child ticket
545012,Free child ticket
545070,Meal voucher
545089,Meal voucher
545109,Meal voucher
545115,Free meal
545132,Discount at special events
545208,Free meal
545209,10% off next trip
545226,Meal voucher
545247,Meal voucher
545249,Meal voucher
545272,Free meal
545290,Discount at special events
545300,Free child ticket
545317,Free child ticket
545318,Discount at special events
545327,Free child ticket
545344,Free child ticket
545345,Discount at special events
545360,Meal voucher
545375,Free child ticket
545399,Meal voucher
545404,10% off next trip
545446,Meal voucher
545465,Discount at special events
545510,Free meal
545518,Free child ticket
545551,Meal voucher
545577,Discount at special events
545629,Discount at special events
545633,Discount at special events
545634,Meal voucher
545652,Discount at special events
545684,Free child ticket
545736,Meal voucher
545748,Meal voucher
545755,Meal voucher
545758,Discount at special events
545763,Meal voucher
545770,Meal voucher
545771,Discount at special events
545803,Meal voucher
545805,Free child ticket
545810,Meal voucher
545848,Meal voucher
545865,Free meal
545879,Meal voucher
545936,Meal voucher
545939,Discount at special events
545981,Free meal
546008,Free meal
546050,Discount at special events
546061,Discount at special events
546064,Meal voucher
546065,Meal voucher
546072,Meal voucher
546127,Meal voucher
546130,Meal voucher
546131,Free meal
546161,Meal voucher
546164,10% off next trip
546190,Discount at special events
546224,Discount at special events
546256,Free child ticket
546280,Discount at special events
546282,Discount at special events
546307,Discount at special events
546334,Discount at special events
546395,10% off next trip
546419,10% off next trip
546437,Free meal
546462,Meal voucher
546485,Discount at special events
546509,Discount at special events
546529,Discount at special events
546587,10% off next trip
546612,Free meal
546648,Meal voucher
546664,Meal voucher
546671,Discount at special events
546679,Meal voucher
546688,Meal voucher
546702,Free meal
546728,Meal voucher
546740,Discount at special events
546756,Free meal
546774,Meal voucher
546842,Meal voucher
546844,Discount at special events
546847,Free meal
546857,Meal voucher
546864,10% off next trip
546867,Free meal
546881,Discount at special events
546882,Free meal
546884,Meal voucher
546888,Free meal
546900,Meal voucher
546964,Discount at special events
546972,Free meal
547006,Meal voucher
547007,Meal voucher
547037,Discount at special events
547070,Free meal
547100,Meal voucher
547130,Meal voucher
547150,Meal voucher
547164,10% off next trip
547175,Meal voucher
547180,Discount at special events
547181,Meal voucher
547201,Meal voucher
547266,Discount at special events
547301,Meal voucher
547320,Meal voucher
547325,Discount at special events
547336,Discount at special events
547342,Discount at special events
547412,Free meal
547453,Discount at special events
547458,Free meal
547459,Meal voucher
547483,Free meal
547512,Free meal
547555,10% off next trip
547559,Meal voucher
547568,Free meal
547594,10% off next trip
547606,Free child ticket
547613,Meal voucher
547617,Meal voucher
547663,Meal voucher
547664,Discount at special events
547693,Free child ticket
547761,Meal voucher
547776,Discount at special events
547779,Free child ticket
547792,Free child ticket
547817,Meal voucher
547823,Meal voucher
547825,Meal voucher
547836,Meal voucher
547857,Discount at special events
547862,Meal voucher
547878,Meal voucher
547911,Discount at special events
547951,Discount at special events
547966,Free child ticket
548006,Discount at special events
548022,Meal voucher
548032,Free meal
548037,Discount at special events
548040,Free meal
548093,Meal voucher
548109,Discount at special events
548113,Discount at special events
548120,Discount at special events
548185,Meal voucher
548189,Free meal
548190,Meal voucher
548222,Meal voucher
548228,Meal voucher
548230,Free meal
548256,Discount at special events
548258,Discount at special events
548272,Free meal
548307,Meal voucher
548310,Free meal
548391,Free meal
548408,Meal voucher
548422,Discount at special events
548434,Free meal
548448,Meal voucher
548474,Meal voucher
548488,Discount at special events
548490,Meal voucher
548504,Discount at special events
548560,Discount at special events
548568,Free child ticket
548587,Free meal
548635,Free child ticket
548651,Free child ticket
548653,Free child ticket
548672,Free meal
548708,Free meal
548743,Discount at special events
548853,Free meal
548859,10% off next trip
548872,Meal voucher
548961,Meal voucher
548967,Meal voucher
548978,Meal voucher
548988,Meal voucher
548990,Meal voucher
549058,Free meal
549115,Free meal
549116,Free child ticket
549121,10% off next trip
549141,Meal voucher
549152,Meal voucher
549154,Meal voucher
549190,Meal voucher
549202,Meal voucher
549235,Meal voucher
549251,Discount at special events
549281,Meal voucher
549290,Meal voucher
549292,Free child ticket
549303,Free meal
549313,Discount at special events
549320,Meal voucher
549357,Meal voucher
549359,Free meal
549361,Free child ticket
549367,Free child ticket
549377,Meal voucher
549389,Meal voucher
549390,Meal voucher
549482,Meal voucher
549515,Free child ticket
549569,Discount at special events
549572,Free child ticket
549579,Discount at special events
549580,Discount at special events
549584,Meal voucher
549611,Discount at special events
549623,Free child ticket
549631,Meal voucher
549710,Meal voucher
549714,Discount at special events
549733,Free meal
549746,Meal voucher
549764,Meal voucher
549777,Discount at special events
549797,Meal voucher
549800,Discount at special events
549850,Meal voucher
549938,10% off next trip
550017,Meal voucher
550019,Free meal
550068,Meal voucher
550071,Discount at special events
550077,Discount at special events
550105,Meal voucher
550110,Meal voucher
550134,Discount at special events
550193,Discount at special events
550200,Free meal
550202,Meal voucher
550221,Free meal
550222,Free meal
550229,Meal voucher
550233,Free meal
550298,Meal voucher
550300,Discount at special events
550317,Meal voucher
550400,Meal voucher
550421,Discount at special events
550426,Free meal
550442,Meal voucher
550455,Meal voucher
550459,Meal voucher
550460,Meal voucher
550506,Free child ticket
550514,Meal voucher
550572,Meal voucher
550579,Meal voucher
550703,Meal voucher
550711,Free meal
550752,Meal voucher
550754,Free meal
550796,Meal voucher
550804,Discount at special events
550805,Meal voucher
550830,Meal voucher
550868,Free meal
550871,Discount at special events
550887,Meal voucher
550904,Free meal
550973,Discount at special events
550985,Discount at special events
551023,Discount at special events
551032,Meal voucher
551042,Discount at special events
551051,Meal voucher
551088,Free meal
551116,Meal voucher
551166,Meal voucher
551217,Meal voucher
551237,Discount at special events
551241,Meal voucher
551245,Free child ticket
551278,Discount at special events
551282,Discount at special events
551331,Free child ticket
551340,Meal voucher
551359,Meal voucher
551430,Free child ticket
551448,Discount at special events
551468,Meal voucher
551473,Discount at special events
551486,Free child ticket
551488,Meal voucher
551549,Discount at special events
551560,Discount at special events
551567,Meal voucher
551576,Discount at special events
551600,Free meal
551615,Meal voucher
551620,Discount at special events
551622,Free meal
551627,Meal voucher
551662,Discount at special events
551665,Meal voucher
551681,Free meal
551685,Discount at special events
551718,Free child ticket
551729,Discount at special events
551804,Free meal
551834,Meal voucher
551847,Meal voucher
551890,Free meal
551914,Discount at special events
551935,Meal voucher
551963,Discount at special events
551967,Free meal
551978,Meal voucher
551990,Meal voucher
552036,Free child ticket
552088,Meal voucher
552172,Free child ticket
552192,Discount at special events
552303,Meal voucher
552313,Free meal
552314,Discount at special events
552345,Free child ticket
552348,Free meal
552363,Meal voucher
552364,Meal voucher
552366,Meal voucher
552372,Discount at special events
552384,Free meal
552414,Discount at special events
552432,Free meal
552440,Discount at special events
552487,Discount at special events
552532,Free child ticket
552535,Free meal
552558,Meal voucher
552573,Free meal
552597,Meal voucher
552598,Discount at special events
552613,Meal voucher
552623,Free child ticket
552642,Free meal
552643,Discount at special events
552649,Discount at special events
552653,10% off next trip
552661,Meal voucher
552726,Meal voucher
552732,Free meal
552734,Discount at special events
552760,Discount at special events
552763,Discount at special events
552775,Free meal
552809,Meal voucher
552861,Discount at special events
552904,Free child ticket
552929,Meal voucher
552944,Free meal
552945,Free meal
553017,Free meal
553054,Meal voucher
553139,Free meal
553151,Meal voucher
553208,Meal voucher
553219,Meal voucher
553220,10% off next trip
553231,Free child ticket
553245,Meal voucher
553339,Free meal
553361,Meal voucher
553456,Free meal
553533,Discount at special events
553559,Meal voucher
553568,Meal voucher
553607,Free child ticket
553645,Discount at special events
553664,Free meal
553704,Meal voucher
553751,Discount at special events
553754,Free child ticket
553773,Free child ticket
553783,Free meal
553791,Meal voucher
553805,Discount at special events
553876,Meal voucher
553901,Free child ticket
553904,Free meal
553938,Meal voucher
553943,Discount at special events
553955,Discount at special events
553967,10% off next trip
553984,Discount at special events
553985,10% off next trip
554026,Free child ticket
554079,Meal voucher
554141,Meal voucher
554155,Free meal
554163,Meal voucher
554175,Discount at special events
554202,Meal voucher
554213,Discount at special events
554217,Free meal
554269,Discount at special events
554284,Discount at special events
554289,Meal voucher
554413,Meal voucher
554444,Discount at special events
554507,Discount at special events
554532,Meal voucher
554560,Free meal
554609,Discount at special events
554632,Discount at special events
554670,Discount at special events
554681,Meal voucher
554724,Meal voucher
554753,Discount at special events
554801,Meal voucher
554853,Meal voucher
554885,Meal voucher
554922,Discount at special events
554956,Discount at special events
554961,Meal voucher
555058,Free meal
555083,Free meal
555108,Meal voucher
555135,Meal voucher
555147,Discount at special events
555151,Discount at special events
555180,Free meal
555186,Discount at special events
555191,Meal voucher
555193,Discount at special events
555203,Meal voucher
555206,Meal voucher
555257,10% off next trip
555275,Discount at special events
555277,Free meal
555299,Meal voucher
555301,Discount at special events
555310,Meal voucher
555326,Discount at special events
555428,Free child ticket
555478,Meal voucher
555484,Meal voucher
555499,Meal voucher
555521,Free meal
555563,Free meal
555587,Meal voucher
555600,Free meal
555648,Discount at special events
555698,Discount at special events
555710,Free meal
555751,Meal voucher
555770,Meal voucher
555782,Meal voucher
555784,Free child ticket
555796,Meal voucher
555850,Meal voucher
555852,Free meal
555894,Discount at special events
555934,Discount at special events
555990,Meal voucher
555997,Free meal
556015,10% off next trip
556019,Discount at special events
556052,Discount at special events
556067,Meal voucher
556111,Free child ticket
556119,Free meal
556127,Discount at special events
556138,Meal voucher
556214,Discount at special events
556215,Meal voucher
556268,Discount at special events
556274,Meal voucher
556314,Free meal
556347,Discount at special events
556391,Discount at special events
556533,Meal voucher
556579,Meal voucher
556621,Meal voucher
556622,Free meal
556623,10% off next trip
556647,Free meal
556673,Meal voucher
556714,Discount at special events
556744,Free meal
556824,Discount at special events
556827,Meal voucher
556830,Meal voucher
556841,Discount at special events
556887,Free child ticket
556900,Discount at special events
556904,Meal voucher
556906,Discount at special events
557005,Free child ticket
557033,Meal voucher
557036,Discount at special events
557055,Free meal
557107,Free meal
557108,Discount at special events
557118,Discount at special events
557134,Free meal
557236,Discount at special events
557262,Free child ticket
557282,Free meal
557298,Discount at special events
557314,Free meal
557343,Discount at special events
557402,Free meal
557449,Discount at special events
557476,Meal voucher
557492,Free meal
557496,Free meal
557508,Discount at special events
557525,Free meal
557562,Meal voucher
557569,Meal voucher
557643,Meal voucher
557672,Discount at special events
557692,Free child ticket
557762,Meal voucher
557794,Meal voucher
557799,Meal voucher
557815,10% off next trip
557834,Discount at special events
557851,Free meal
557875,Meal voucher
557876,Free meal
557879,Discount at special events
557887,Meal voucher
557921,Discount at special events
557932,Discount at special events
557956,Meal voucher
557957,Free meal
557963,Meal voucher
557986,Discount at special events
558018,Discount at special events
558019,Discount at special events
558081,Meal voucher
558114,Meal voucher
558138,Discount at special events
558147,Meal voucher
558202,Free meal
558204,Meal voucher
558251,Free child ticket
558270,Discount at special events
558277,Free meal
558294,Meal voucher
558300,Free child ticket
558362,Discount at special events
558388,Free child ticket
558394,Meal voucher
558395,Meal voucher
558437,Meal voucher
558466,Free meal
558489,Discount at special events
558506,Free meal
558513,Free child ticket
558659,Discount at special events
558682,Discount at special events
558786,10% off next trip
558838,Meal voucher
558851,Meal voucher
558920,Meal voucher
558966,Free child ticket
558987,Meal voucher
558988,Free meal
559068,Free meal
559071,Meal voucher
559093,Meal voucher
559094,Discount at special events
559107,Discount at special events
559112,Meal voucher
559146,Meal voucher
559148,Discount at special events
559176,Meal voucher
559194,Meal voucher
559211,Discount at special events
559228,Discount at special events
559266,Discount at special events
559277,Meal voucher
559324,Meal voucher
559345,Meal voucher
559368,Discount at special events
559407,Meal voucher
559432,Free child ticket
559441,Discount at special events
559464,Meal voucher
559468,Meal voucher
559469,Free child ticket
559473,Discount at special events
559520,Free meal
559537,Free child ticket
559547,Discount at special events
559661,Meal voucher
559695,10% off next trip
559712,Meal voucher
559758,Meal voucher
559772,Free meal
559775,Meal voucher
559782,Meal voucher
559787,Meal voucher
559794,Discount at special events
559834,Discount at special events
559846,Free meal
559863,Meal voucher
559901,Discount at special events
559918,Free meal
559936,10% off next trip
559981,Free meal
559995,Free meal
560015,Discount at special events
560035,Meal voucher
560065,Meal voucher
560078,Discount at special events
560085,Free child ticket
560090,Discount at special events
560125,Meal voucher
560175,Discount at special events
560195,Free meal
560213,Free meal
560245,Free child ticket
560257,Discount at special events
560273,Free meal
560291,Meal voucher
560341,Meal voucher
560362,Discount at special events
560367,Free meal
560374,Meal voucher
560468,Meal voucher
560478,Meal voucher
560511,Meal voucher
560519,Meal voucher
560529,Meal voucher
560627,Meal voucher
560672,Free meal
560680,10% off next trip
560733,Discount at special events
560739,Discount at special events
560747,Free meal
560796,Meal voucher
560803,Free meal
560854,Free child ticket
560870,Meal voucher
560888,Free meal
560897,Discount at special events
560915,Meal voucher
560929,Discount at special events
560949,Free meal
560978,Free child ticket
560991,Meal voucher
561013,Meal voucher
561031,10% off next trip
561033,Free child ticket
561037,Meal voucher
561054,Meal voucher
561201,Discount at special events
561243,Meal voucher
561326,Meal voucher
561331,Meal voucher
561339,Discount at special events
561353,Discount at special events
561367,Discount at special events
561386,Meal voucher
561503,Meal voucher
561519,Meal voucher
561642,Free meal
561652,Discount at special events
561653,Meal voucher
561687,Meal voucher
561699,Free meal
561710,Discount at special events
561798,Meal voucher
561837,Meal voucher
561846,Discount at special events
561864,Meal voucher
561896,Discount at special events
561908,10% off next trip
561945,Discount at special events
561950,Meal voucher
561992,Meal voucher
561994,Discount at special events
562010,Discount at special events
562032,Meal voucher
562042,Free meal
562108,Meal voucher
562148,Discount at special events
562161,Free meal
562192,Discount at special events
562209,Free meal
562275,10% off next trip
562283,Meal voucher
562315,Discount at special events
562334,Meal voucher
562338,Free meal
562362,Discount at special events
562398,Meal voucher
562416,Meal voucher
562417,Meal voucher
562428,Free meal
562490,Discount at special events
562529,Free meal
562576,Meal voucher
562585,Discount at special events
562587,Meal voucher
562612,Meal voucher
562641,Discount at special events
562648,Free child ticket
562708,Discount at special events
562814,Meal voucher
562832,Free child ticket
562843,Free meal
562869,Meal voucher
562886,Free meal
562894,Discount at special events
563012,Meal voucher
563021,Free meal
563052,Meal voucher
563059,Free child ticket
563100,Free meal
563148,Discount at special events
563162,Discount at special events
563165,Meal voucher
563201,Free meal
563221,Free child ticket
563253,Discount at special events
563254,Meal voucher
563266,Free meal
563315,Meal voucher
563335,Discount at special events
563342,Free meal
563343,Discount at special events
563375,Meal voucher
563410,Discount at special events
563425,Meal voucher
563482,Discount at special events
563483,Free meal
563489,Meal voucher
563507,Meal voucher
563544,Meal voucher
563588,Meal voucher
563592,Free meal
563598,Free meal
563691,Meal voucher
563711,10% off next trip
563731,Free meal
563735,Free meal
563736,Free child ticket
563740,Meal voucher
563773,Free meal
563787,Discount at special events
563853,10% off next trip
563882,Free meal
563896,Free meal
563956,Free meal
563974,Meal voucher
563995,Free child ticket
564052,Free child ticket
564100,Meal voucher
564112,Discount at special events
564182,Discount at special events
564204,Free meal
564219,Meal voucher
564234,Discount at special events
564252,Free meal
564258,Free meal
564306,Meal voucher
564312,Meal voucher
564364,Free child ticket
564377,Discount at special events
564430,Free child ticket
564495,10% off next trip
564517,Meal voucher
564534,Meal voucher
564588,Meal voucher
564593,Meal voucher
564596,Free child ticket
564604,Free meal
564606,Free meal
564616,Free meal
564620,10% off next trip
564699,Discount at special events
564713,Meal voucher
564736,Meal voucher
564737,Discount at special events
564792,Meal voucher
564842,Discount at special events
564854,Discount at special events
564962,Discount at special events
565070,Discount at special events
565109,Discount at special events
565114,Meal voucher
565131,Free meal
565212,Meal voucher
565251,Discount at special events
565265,10% off next trip
565275,Discount at special events
565280,Discount at special events
565294,Meal voucher
565301,Free meal
565348,Meal voucher
565365,Meal voucher
565377,Meal voucher
565387,Discount at special events
565419,Free meal
565459,Discount at special events
565460,Free meal
565464,Discount at special events
565467,Meal voucher
565510,Meal voucher
565514,Discount at special events
565565,10% off next trip
565573,Discount at special events
565582,Meal voucher
565718,Discount at special events
565764,Meal voucher
565768,Free meal
565791,Meal voucher
565826,Meal voucher
565841,Meal voucher
565902,Meal voucher
565910,Discount at special events
565912,Meal voucher
565915,Free child ticket
565935,Meal voucher
565949,Meal voucher
566008,Meal voucher
566032,Discount at special events
566059,Free child ticket
566061,Discount at special events
566096,Discount at special events
566152,Meal voucher
566173,Meal voucher
566174,Meal voucher
566196,Free meal
566275,Free meal
566279,Discount at special events
566312,Meal voucher
566336,Free meal
566338,Discount at special events
566366,Discount at special events
566424,Meal voucher
566432,Free child ticket
566455,Free child ticket
566489,Free meal
566533,Meal voucher
566547,Discount at special events
566614,Meal voucher
566625,Meal voucher
566626,Free meal
566650,Discount at special events
566702,Free meal
566726,Discount at special events
566735,Discount at special events
566762,Meal voucher
566770,Meal voucher
566787,Discount at special events
566815,Meal voucher
566861,Free meal
566875,Discount at special events
566881,Free child ticket
566953,Meal voucher
566964,Meal voucher
566992,Discount at special events
566999,Discount at special events
567052,Meal voucher
567061,Meal voucher
567172,Meal voucher
567195,Meal voucher
567211,Free meal
567219,Discount at special events
567243,Meal voucher
567256,Free meal
567342,Discount at special events
567431,Discount at special events
567432,Free meal
567448,Discount at special events
567458,Discount at special events
567478,Free meal
567518,Free meal
567547,Free meal
567548,Discount at special events
567558,Meal voucher
567589,Meal voucher
567643,Meal voucher
567651,Discount at special events
567682,Discount at special events
567778,Meal voucher
567849,Discount at special events
567885,Meal voucher
567906,Discount at special events
567950,Discount at special events
567961,Discount at special events
568004,Discount at special events
568013,Discount at special events
568060,Meal voucher
568064,Meal voucher
568078,Meal voucher
568086,Free meal
568093,Discount at special events
568101,Discount at special events
568105,Free meal
568121,Discount at special events
568155,Meal voucher
568167,Meal voucher
568182,Meal voucher
568258,Meal voucher
568325,Discount at special events
568371,Discount at special events
568385,Discount at special events
568416,Free child ticket
568463,Meal voucher
568486,Meal voucher
568513,Meal voucher
568602,Discount at special events
568605,Meal voucher
568641,Meal voucher
568696,Meal voucher
568713,Free meal
568716,Meal voucher
568773,Free child ticket
568790,Discount at special events
568931,Discount at special events
568984,Meal voucher
569031,Free meal
569082,Meal voucher
569150,Discount at special events
569170,Free meal
569180,Free meal
569203,Discount at special events
569236,Meal voucher
569239,Free meal
569243,Meal voucher
569300,10% off next trip
569335,Discount at special events
569342,10% off next trip
569364,Free child ticket
569458,10% off next trip
569466,Discount at special events
569472,Free meal
569530,Free meal
569534,Discount at special events
569572,Meal voucher
569733,Discount at special events
569754,Discount at special events
569779,Free meal
569788,Discount at special events
569792,Free meal
569817,Meal voucher
569829,Free meal
569832,Meal voucher
569863,Discount at special events
569883,Free meal
569920,Meal voucher
570021,Free child ticket
570076,10% off next trip
570144,Discount at special events
570162,Free child ticket
570215,Discount at special events
570219,Discount at special events
570224,Discount at special events
570226,Meal voucher
570279,Meal voucher
570291,Free meal
570330,Meal voucher
570346,Free meal
570369,Free meal
570418,Discount at special events
570436,10% off next trip
570439,Discount at special events
570600,Free meal
570601,Meal voucher
570625,Free child ticket
570626,Discount at special events
570639,Free meal
570654,Discount at special events
570666,Meal voucher
570683,Free meal
570692,Discount at special events
570693,Meal voucher
570697,Discount at special events
570713,Discount at special events
570746,Free meal
570782,Free meal
570821,Discount at special events
570829,Free meal
570837,Discount at special events
570862,Meal voucher
570928,Discount at special events
570930,Meal voucher
570945,Discount at special events
570961,Free meal
570988,Discount at special events
571001,Meal voucher
571015,Meal voucher
571084,Meal voucher
571200,Discount at special events
571208,Free child ticket
571233,Meal voucher
571243,10% off next trip
571300,10% off next trip
571348,Free meal
571363,Meal voucher
571429,Free meal
571454,Free meal
571523,Discount at special events
571525,Discount at special events
571553,Free child ticket
571560,Meal voucher
571561,Meal voucher
571566,Discount at special events
571580,Free meal
571610,Meal voucher
571637,Meal voucher
571639,Discount at special events
571643,Discount at special events
571819,Discount at special events
571864,Meal voucher
571876,Free meal
571888,10% off next trip
571913,Free meal
571940,Meal voucher
572106,Meal voucher
572133,Meal voucher
572154,Discount at special events
572176,Discount at special events
572290,Discount at special events
572396,Free meal
572428,Discount at special events
572479,Discount at special events
572489,Meal voucher
572502,Discount at special events
572529,Discount at special events
572538,Meal voucher
572554,Meal voucher
572578,Meal voucher
572591,Free meal
572609,Discount at special events
572632,Discount at special events
572669,Free meal
572728,Free child ticket
572744,Free meal
572826,Discount at special events
572898,Free meal
572908,Discount at special events
572992,Free meal
573010,Free child ticket
573011,Free meal
573040,Discount at special events
573086,Free meal
573122,Discount at special events
573147,Meal voucher
573153,10% off next trip
573189,Meal voucher
573191,Free meal
573237,Discount at special events
573244,Free meal
573249,Meal voucher
573291,Discount at special events
573373,Discount at special events
573378,Free child ticket
573379,Free meal
573420,Discount at special events
573427,Meal voucher
573493,Discount at special events
573518,Discount at special events
573564,Meal voucher
573584,Discount at special events
573588,Discount at special events
573621,Free child ticket
573648,Discount at special events
573670,Meal voucher
573698,Meal voucher
573704,Meal voucher
573720,Discount at special events
573792,Discount at special events
573807,Free meal
573841,Meal voucher
573922,Free child ticket
573931,Discount at special events
573939,Meal voucher
573946,Discount at special events
573988,Meal voucher
574003,Discount at special events
574071,Discount at special events
574104,Discount at special events
574116,Meal voucher
574134,Discount at special events
574150,Discount at special events
574206,Discount at special events
574279,Discount at special events
574409,Discount at special events
574419,Discount at special events
574440,Free meal
574465,Meal voucher
574467,Free meal
574489,Discount at special events
574493,Meal voucher
574513,Meal voucher
574603,Free child ticket
574625,Meal voucher
574680,Free meal
574840,Free meal
574885,Discount at special events
574909,Discount at special events
574987,Meal voucher
575051,Free meal
575055,Free meal
575092,Meal voucher
575131,Discount at special events
575208,Free meal
575233,Meal voucher
575253,Discount at special events
575299,Free meal
575419,Free meal
575433,Free meal
575459,Free meal
575500,Discount at special events
575528,Free meal
575561,Discount at special events
575576,Free meal
575677,Free meal
575711,Meal voucher
575756,10% off next trip
575774,Meal voucher
575809,Meal voucher
575868,10% off next trip
575908,Free child ticket
575923,Free child ticket
575971,Meal voucher
576040,10% off next trip
576103,10% off next trip
576136,Free meal
576159,Meal voucher
576169,10% off next trip
576231,Free meal
576272,Meal voucher
576357,Meal voucher
576366,Meal voucher
576369,10% off next trip
576370,Free meal
576373,Meal voucher
576541,10% off next trip
576612,Free meal
576677,10% off next trip
576691,Meal voucher
576712,Meal voucher
576833,10% off next trip
576846,10% off next trip
576849,10% off next trip
576879,10% off next trip
576945,10% off next trip
576962,Meal voucher
576966,10% off next trip
576985,Meal voucher
577007,Meal voucher
577046,10% off next trip
577074,10% off next trip
577089,10% off next trip
577115,Free meal
577145,Meal voucher
577180,Meal voucher
577208,10% off next trip
577215,10% off next trip
577216,Free meal
577225,Free meal
577255,Free meal
577287,10% off next trip
577356,10% off next trip
577386,10% off next trip
577410,Meal voucher
577539,Free meal
577541,10% off next trip
577598,Meal voucher
577617,10% off next trip
577625,Free meal
577626,Meal voucher
577638,10% off next trip
577851,Meal voucher
577901,Free child ticket
577915,Meal voucher
577921,Meal voucher
577930,10% off next trip
577944,Meal voucher
577984,Meal voucher
578058,10% off next trip
578088,Free meal
578120,10% off next trip
578164,10% off next trip
578396,Meal voucher
578459,10% off next trip
578488,10% off next trip
578503,Meal voucher
578511,Free child ticket
578549,Meal voucher
578607,Free meal
578824,10% off next trip
578872,10% off next trip
578886,10% off next trip
578892,10% off next trip
578929,10% off next trip
578938,Meal voucher
578947,Meal voucher
578993,10% off next trip
579021,10% off next trip
579065,Meal voucher
579275,Meal voucher
579307,10% off next trip
579323,10% off next trip
579404,10% off next trip
579547,Meal voucher
579589,Free meal
579707,10% off next trip
579714,Meal voucher
579792,Meal voucher
579804,Free meal
579829,10% off next trip
579846,Meal voucher
579950,Meal voucher
579999,10% off next trip
580077,Meal voucher
580211,Meal voucher
580212,10% off next trip
580402,Meal voucher
580460,Meal voucher
580515,Meal voucher
580578,10% off next trip
580611,10% off next trip
580626,Meal voucher
580658,10% off next trip
580895,Meal voucher
580902,Meal voucher
580944,Free meal
580971,Meal voucher
581005,Meal voucher
581085,10% off next trip
581086,Free meal
581091,Meal voucher
581120,10% off next trip
581239,Meal voucher
581269,10% off next trip
581307,Meal voucher
581343,Free meal
581365,10% off next trip
581385,Meal voucher
581388,Meal voucher
581409,Free meal
581412,10% off next trip
581438,Meal voucher
581461,10% off next trip
581491,Meal voucher
581527,10% off next trip
581577,10% off next trip
581666,Meal voucher
581685,10% off next trip
581721,Meal voucher
581770,Meal voucher
581835,Free meal
581858,10% off next trip
581901,Free meal
582011,Free child ticket
582038,Free meal
582227,Meal voucher
582254,Meal voucher
582319,Meal voucher
582320,Meal voucher
582326,10% off next trip
582333,Meal voucher
582343,10% off next trip
582446,Meal voucher
582482,10% off next trip
582484,10% off next trip
582577,10% off next trip
582636,Free meal
582664,Free meal
582723,Free child ticket
582768,Free meal
582785,10% off next trip
582796,Meal voucher
582801,Meal voucher
582828,Free meal
582833,Free meal
582903,Free meal
582979,10% off next trip
582995,Meal voucher
583016,10% off next trip
583023,Free meal
583038,10% off next trip
583052,10% off next trip
583070,Free meal
583087,Free child ticket
583120,10% off next trip
583200,Meal voucher
583297,10% off next trip
583335,10% off next trip
583336,Meal voucher
583342,Meal voucher
583446,Free meal
583454,10% off next trip
583483,10% off next trip
583486,10% off next trip
583490,Meal voucher
583499,10% off next trip
583526,Meal voucher
583612,Free child ticket
583623,10% off next trip
583664,10% off next trip
583759,Meal voucher
583764,Free child ticket
583931,Meal voucher
583976,10% off next trip
584001,Free meal
584012,10% off next trip
584030,10% off next trip
584034,10% off next trip
584115,Meal voucher
584134,Free meal
584241,10% off next trip
584247,10% off next trip
584288,10% off next trip
584423,10% off next trip
584459,Meal voucher
584525,Meal voucher
584530,Free child ticket
584531,Free meal
584537,10% off next trip
584549,10% off next trip
584591,10% off next trip
584666,Free meal
584787,Meal voucher
584843,Meal voucher
584844,10% off next trip
584875,Free meal
584912,10% off next trip
584977,Free meal
584998,Meal voucher
585187,10% off next trip
585248,10% off next trip
585310,Free meal
585492,10% off next trip
585583,10% off next trip
585585,Free meal
585595,Free meal
585650,Free meal
585717,10% off next trip
585722,10% off next trip
585745,10% off next trip
585768,Free meal
585832,10% off next trip
585882,Meal voucher
585915,Free meal
585946,Free meal
585965,10% off next trip
586006,Meal voucher
586038,10% off next trip
586063,Free meal
586077,Free meal
586096,10% off next trip
586122,10% off next trip
586124,Meal voucher
586192,10% off next trip
586251,Meal voucher
586270,Meal voucher
586272,10% off next trip
586312,10% off next trip
586344,Meal voucher
586384,Meal voucher
586631,10% off next trip
586637,Free meal
586644,10% off next trip
586656,Meal voucher
586672,10% off next trip
586701,Meal voucher
586721,Meal voucher
586732,Meal voucher
586762,Meal voucher
586774,10% off next trip
586803,Meal voucher
586811,10% off next trip
586820,Free meal
586850,10% off next trip
586876,Meal voucher
586887,Free meal
586936,Meal voucher
586953,Meal voucher
587195,10% off next trip
587234,Meal voucher
587304,10% off next trip
587313,Meal voucher
